data;Taxa (% a.d);
06/09/2021;0.014109589;
08/09/2021;0.014109589;
09/09/2021;0.014109589;
10/09/2021;0.014109589;
13/09/2021;0.014109589;
14/09/2021;0.014109589;
15/09/2021;0.014109589;
16/09/2021;0.014109589;
17/09/2021;0.014109589;
20/09/2021;0.014109589;
21/09/2021;0.014109589;
22/09/2021;0.014109589;
23/09/2021;0.016849315;
24/09/2021;0.016849315;
27/09/2021;0.016849315;
28/09/2021;0.016849315;
29/09/2021;0.016849315;
30/09/2021;0.016849315;
01/10/2021;0.016849315;
04/10/2021;0.016849315;
05/10/2021;0.016849315;
06/10/2021;0.016849315;
07/10/2021;0.016849315;
08/10/2021;0.016849315;
11/10/2021;0.016849315;
13/10/2021;0.016849315;
14/10/2021;0.016849315;
15/10/2021;0.016849315;
18/10/2021;0.016849315;
19/10/2021;0.016849315;
20/10/2021;0.016849315;
21/10/2021;0.016849315;
22/10/2021;0.016849315;
25/10/2021;0.016849315;
26/10/2021;0.016849315;
27/10/2021;0.016849315;
28/10/2021;0.020958904;
29/10/2021;0.020958904;
01/11/2021;0.020958904;
03/11/2021;0.020958904;
04/11/2021;0.020958904;
05/11/2021;0.020958904;
08/11/2021;0.020958904;
09/11/2021;0.020958904;
10/11/2021;0.020958904;
11/11/2021;0.020958904;
12/11/2021;0.020958904;
16/11/2021;0.020958904;
17/11/2021;0.020958904;
18/11/2021;0.020958904;
19/11/2021;0.020958904;
22/11/2021;0.020958904;
23/11/2021;0.020958904;
24/11/2021;0.020958904;
25/11/2021;0.020958904;
26/11/2021;0.020958904;
29/11/2021;0.020958904;
30/11/2021;0.020958904;
01/12/2021;0.020958904;
02/12/2021;0.020958904;
03/12/2021;0.020958904;
06/12/2021;0.020958904;
07/12/2021;0.020958904;
08/12/2021;0.020958904;
09/12/2021;0.025068493;
10/12/2021;0.025068493;
13/12/2021;0.025068493;
14/12/2021;0.025068493;
15/12/2021;0.025068493;
16/12/2021;0.025068493;
17/12/2021;0.025068493;
20/12/2021;0.025068493;
21/12/2021;0.025068493;
22/12/2021;0.025068493;
23/12/2021;0.025068493;
27/12/2021;0.025068493;
28/12/2021;0.025068493;
29/12/2021;0.025068493;
30/12/2021;0.025068493;
03/01/2022;0.025068493;
04/01/2022;0.025068493;
05/01/2022;0.025068493;
06/01/2022;0.025068493;
07/01/2022;0.025068493;
10/01/2022;0.025068493;
11/01/2022;0.025068493;
12/01/2022;0.025068493;
13/01/2022;0.025068493;
