data;Taxa (% a.d);
14/01/2022;0.025068493;
17/01/2022;0.025068493;
18/01/2022;0.025068493;
19/01/2022;0.025068493;
20/01/2022;0.025068493;
21/01/2022;0.025068493;
24/01/2022;0.025068493;
25/01/2022;0.025068493;
26/01/2022;0.025068493;
27/01/2022;0.025068493;
28/01/2022;0.025068493;
31/01/2022;0.025068493;
01/02/2022;0.025068493;
02/02/2022;0.025068493;
03/02/2022;0.029178082;
04/02/2022;0.029178082;
07/02/2022;0.029178082;
08/02/2022;0.029178082;
09/02/2022;0.029178082;
10/02/2022;0.029178082;
11/02/2022;0.029178082;
14/02/2022;0.029178082;
15/02/2022;0.029178082;
16/02/2022;0.029178082;
17/02/2022;0.029178082;
18/02/2022;0.029178082;
21/02/2022;0.029178082;
22/02/2022;0.029178082;
23/02/2022;0.029178082;
24/02/2022;0.029178082;
25/02/2022;0.029178082;
02/03/2022;0.029178082;
03/03/2022;0.029178082;
04/03/2022;0.029178082;
07/03/2022;0.029178082;
08/03/2022;0.029178082;
09/03/2022;0.029178082;
10/03/2022;0.029178082;
11/03/2022;0.029178082;
14/03/2022;0.029178082;
15/03/2022;0.029178082;
16/03/2022;0.029178082;
17/03/2022;0.031917808;
18/03/2022;0.031917808;
21/03/2022;0.031917808;
22/03/2022;0.031917808;
23/03/2022;0.031917808;
24/03/2022;0.031917808;
25/03/2022;0.031917808;
28/03/2022;0.031917808;
29/03/2022;0.031917808;
30/03/2022;0.031917808;
31/03/2022;0.031917808;
01/04/2022;0.031917808;
04/04/2022;0.031917808;
05/04/2022;0.031917808;
06/04/2022;0.031917808;
07/04/2022;0.031917808;
08/04/2022;0.031917808;
11/04/2022;0.031917808;
12/04/2022;0.031917808;
13/04/2022;0.031917808;
14/04/2022;0.031917808;
18/04/2022;0.031917808;
19/04/2022;0.031917808;
20/04/2022;0.031917808;
22/04/2022;0.031917808;
25/04/2022;0.031917808;
26/04/2022;0.031917808;
27/04/2022;0.031917808;
28/04/2022;0.031917808;
29/04/2022;0.031917808;
02/05/2022;0.031917808;
03/05/2022;0.031917808;
04/05/2022;0.031917808;
05/05/2022;0.034657534;
06/05/2022;0.034657534;
09/05/2022;0.034657534;
10/05/2022;0.034657534;
11/05/2022;0.034657534;
12/05/2022;0.034657534;
13/05/2022;0.034657534;
16/05/2022;0.034657534;
17/05/2022;0.034657534;
18/05/2022;0.034657534;
19/05/2022;0.034657534;
20/05/2022;0.034657534;
23/05/2022;0.034657534;
24/05/2022;0.034657534;
25/05/2022;0.034657534;
26/05/2022;0.034657534;
27/05/2022;0.034657534;
30/05/2022;0.034657534;
31/05/2022;0.034657534;
01/06/2022;0.034657534;
02/06/2022;0.034657534;
03/06/2022;0.034657534;
06/06/2022;0.034657534;
07/06/2022;0.034657534;
08/06/2022;0.034657534;
09/06/2022;0.034657534;
10/06/2022;0.034657534;
13/06/2022;0.034657534;
14/06/2022;0.034657534;
15/06/2022;0.034657534;
17/06/2022;0.036027397;
20/06/2022;0.036027397;
21/06/2022;0.036027397;
22/06/2022;0.036027397;
23/06/2022;0.036027397;
24/06/2022;0.036027397;
27/06/2022;0.036027397;
28/06/2022;0.036027397;
29/06/2022;0.036027397;
30/06/2022;0.036027397;
01/07/2022;0.036027397;
04/07/2022;0.036027397;
05/07/2022;0.036027397;
06/07/2022;0.036027397;
07/07/2022;0.036027397;
08/07/2022;0.036027397;
11/07/2022;0.036027397;
12/07/2022;0.036027397;
13/07/2022;0.036027397;
14/07/2022;0.036027397;
15/07/2022;0.036027397;
18/07/2022;0.036027397;
19/07/2022;0.036027397;
20/07/2022;0.036027397;
21/07/2022;0.036027397;
22/07/2022;0.036027397;
25/07/2022;0.036027397;
26/07/2022;0.036027397;
27/07/2022;0.036027397;
28/07/2022;0.036027397;
29/07/2022;0.036027397;
01/08/2022;0.036027397;
02/08/2022;0.036027397;
03/08/2022;0.036027397;
04/08/2022;0.03739726;
05/08/2022;0.03739726;
08/08/2022;0.03739726;
09/08/2022;0.03739726;
10/08/2022;0.03739726;
11/08/2022;0.03739726;
12/08/2022;0.03739726;
15/08/2022;0.03739726;
16/08/2022;0.03739726;
17/08/2022;0.03739726;
18/08/2022;0.03739726;
19/08/2022;0.03739726;
22/08/2022;0.03739726;
23/08/2022;0.03739726;
24/08/2022;0.03739726;
25/08/2022;0.03739726;
26/08/2022;0.03739726;
29/08/2022;0.03739726;
30/08/2022;0.03739726;
31/08/2022;0.03739726;
01/09/2022;0.03739726;
02/09/2022;0.03739726;
05/09/2022;0.03739726;
06/09/2022;0.03739726;
08/09/2022;0.03739726;
09/09/2022;0.03739726;
12/09/2022;0.03739726;
13/09/2022;0.03739726;
14/09/2022;0.03739726;
15/09/2022;0.03739726;
16/09/2022;0.03739726;
19/09/2022;0.03739726;
20/09/2022;0.03739726;
21/09/2022;0.03739726;
22/09/2022;0.03739726;
23/09/2022;0.03739726;
26/09/2022;0.03739726;
27/09/2022;0.03739726;
28/09/2022;0.03739726;
29/09/2022;0.03739726;
30/09/2022;0.03739726;
03/10/2022;0.03739726;
04/10/2022;0.03739726;
05/10/2022;0.03739726;
06/10/2022;0.03739726;
07/10/2022;0.03739726;
10/10/2022;0.03739726;
11/10/2022;0.03739726;
13/10/2022;0.03739726;
14/10/2022;0.03739726;
17/10/2022;0.03739726;
18/10/2022;0.03739726;
19/10/2022;0.03739726;
20/10/2022;0.03739726;
21/10/2022;0.03739726;
24/10/2022;0.03739726;
25/10/2022;0.03739726;
26/10/2022;0.03739726;
27/10/2022;0.03739726;
28/10/2022;0.03739726;
31/10/2022;0.03739726;
01/11/2022;0.03739726;
03/11/2022;0.03739726;
04/11/2022;0.03739726;
07/11/2022;0.03739726;
08/11/2022;0.03739726;
09/11/2022;0.03739726;
10/11/2022;0.03739726;
11/11/2022;0.03739726;
14/11/2022;0.03739726;
16/11/2022;0.03739726;
17/11/2022;0.03739726;
18/11/2022;0.03739726;
21/11/2022;0.03739726;
22/11/2022;0.03739726;
23/11/2022;0.03739726;
24/11/2022;0.03739726;
25/11/2022;0.03739726;
28/11/2022;0.03739726;
29/11/2022;0.03739726;
30/11/2022;0.03739726;
01/12/2022;0.03739726;
02/12/2022;0.03739726;
05/12/2022;0.03739726;
06/12/2022;0.03739726;
07/12/2022;0.03739726;
08/12/2022;0.03739726;
09/12/2022;0.03739726;
12/12/2022;0.03739726;
13/12/2022;0.03739726;
14/12/2022;0.03739726;
15/12/2022;0.03739726;
16/12/2022;0.03739726;
19/12/2022;0.03739726;
20/12/2022;0.03739726;
21/12/2022;0.03739726;
22/12/2022;0.03739726;
23/12/2022;0.03739726;
26/12/2022;0.03739726;
27/12/2022;0.03739726;
28/12/2022;0.03739726;
29/12/2022;0.03739726;
